Date and Time,"Hydro-only, MtCO2e","Estimated, MtCO2e","Coal-only, MtCO2e"
2017-04-18T00:00:00,0.148798,3.754504,7.092692
2017-04-19T00:00:00,0.149824,3.780406,7.141624
2017-04-20T00:00:00,0.151572,3.824497,7.224917
2017-04-21T00:00:00,0.155816,3.931582,7.427212
2017-04-22T00:00:00,0.155058,3.912459,7.391087
2017-04-23T00:00:00,0.156119,3.939231,7.441662
2017-04-24T00:00:00,0.153997,3.885687,7.340512
2017-04-25T00:00:00,0.1543,3.893336,7.354962
2017-04-26T00:00:00,0.155816,3.931582,7.427212
2017-04-27T00:00:00,0.157226,3.967158,7.49442
2017-04-28T00:00:00,0.152573,3.849763,7.272648
2017-04-29T00:00:00,0.156876,3.958331,7.477746
2017-04-30T00:00:00,0.156624,3.951975,7.465738
2017-05-01T00:00:00,0.160616,4.052696,7.656011
2017-05-02T00:00:00,0.162185,4.092293,7.730815
2017-05-03T00:00:00,0.159047,4.013109,7.581227
2017-05-04T00:00:00,0.162241,4.093705,7.733483
2017-05-05T00:00:00,0.161178,4.066874,7.682796
2017-05-06T00:00:00,0.160418,4.047709,7.64659
2017-05-07T00:00:00,0.162849,4.109038,7.762447
2017-05-08T00:00:00,0.167406,4.22403,7.979681
2017-05-09T00:00:00,0.16695,4.212531,7.957959
2017-05-10T00:00:00,0.170863,4.311249,8.144448
2017-05-11T00:00:00,0.167342,4.222426,7.976651
2017-05-12T00:00:00,0.172843,4.361221,8.238851
2017-05-13T00:00:00,0.173071,4.366976,8.249723
2017-05-14T00:00:00,0.174429,4.401236,8.314445
2017-05-15T00:00:00,0.17479,4.410339,8.331641
2017-05-16T00:00:00,0.172755,4.35901,8.234673
2017-05-17T00:00:00,0.174051,4.391701,8.296431
2017-05-18T00:00:00,0.182349,4.601068,8.691949
2017-05-19T00:00:00,0.192244,4.850746,9.163621
2017-05-20T00:00:00,0.201701,5.089361,9.614391
2017-05-21T00:00:00,0.206339,5.206396,9.835485
2017-05-22T00:00:00,0.209786,5.293375,9.999797
2017-05-23T00:00:00,0.225736,5.695841,10.760103
2017-05-24T00:00:00,0.235445,5.9408,11.222859
2017-05-25T00:00:00,0.242158,6.110199,11.542873
2017-05-26T00:00:00,0.241907,6.103863,11.530903
2017-05-27T00:00:00,0.244849,6.178083,11.671114
2017-05-28T00:00:00,0.250949,6.332023,11.961924
2017-05-29T00:00:00,0.254085,6.411135,12.111376
2017-05-30T00:00:00,0.257268,6.491442,12.263085
2017-05-31T00:00:00,0.259538,6.548735,12.371319
2017-06-01T00:00:00,0.261128,6.588841,12.447082
2017-06-02T00:00:00,0.259538,6.548734,12.371315
2017-06-03T00:00:00,0.264988,6.686239,12.631079
2017-06-04T00:00:00,0.266226,6.717479,12.690094
2017-06-05T00:00:00,0.274354,6.922577,13.077548
2017-06-06T00:00:00,0.272762,6.882414,13.001675
2017-06-07T00:00:00,0.278198,7.019556,13.260753
2017-06-08T00:00:00,0.28227,7.122321,13.454889
2017-06-09T00:00:00,0.288172,7.27123,13.736195
2017-06-10T00:00:00,0.281042,7.091328,13.396338
2017-06-11T00:00:00,0.280098,7.067509,13.351343
2017-06-12T00:00:00,0.275701,6.95657,13.141766
2017-06-13T00:00:00,0.273115,6.891312,13.018486
2017-06-14T00:00:00,0.266649,6.728166,12.710285
2017-06-15T00:00:00,0.263546,6.649857,12.56235
2017-06-16T00:00:00,0.26277,6.63028,12.525367
2017-06-17T00:00:00,0.263917,6.659234,12.580063
2017-06-18T00:00:00,0.265479,6.698625,12.654478
2017-06-19T00:00:00,0.268408,6.772546,12.794123
2017-06-20T00:00:00,0.269364,6.79667,12.839695
2017-06-21T00:00:00,0.271121,6.841003,12.923446
2017-06-22T00:00:00,0.269245,6.793656,12.834003
2017-06-23T00:00:00,0.274356,6.922635,13.077658
2017-06-24T00:00:00,0.276334,6.972544,13.171942
2017-06-25T00:00:00,0.270097,6.815165,12.874636
2017-06-26T00:00:00,0.267657,6.753582,12.758298
2017-06-27T00:00:00,0.265758,6.705683,12.66781
2017-06-28T00:00:00,0.270368,6.822006,12.887559
2017-06-29T00:00:00,0.265216,6.691999,12.64196
2017-06-30T00:00:00,0.263589,6.650942,12.564399
2017-07-01T00:00:00,0.268468,6.774051,12.796965
2017-07-02T00:00:00,0.282988,7.140417,13.489074
2017-07-03T00:00:00,0.287526,7.254928,13.705399
2017-07-04T00:00:00,0.290743,7.336093,13.858729
2017-07-05T00:00:00,0.285896,7.213795,13.627694
2017-07-06T00:00:00,0.28931,7.299948,13.790446
2017-07-07T00:00:00,0.285024,7.191788,13.58612
2017-07-08T00:00:00,0.282332,7.123876,13.457827
2017-07-09T00:00:00,0.269671,6.80442,12.854337
2017-07-10T00:00:00,0.276508,6.976928,13.180223
2017-07-11T00:00:00,0.281572,7.104709,13.421618
2017-07-12T00:00:00,0.288662,7.283604,13.759571
2017-07-13T00:00:00,0.29246,7.37944,13.940616
2017-07-14T00:00:00,0.29299,7.392812,13.965878
2017-07-15T00:00:00,0.287719,7.259793,13.714588
2017-07-16T00:00:00,0.299632,7.560403,14.282475
2017-07-17T00:00:00,0.282455,7.12697,13.463671
2017-07-18T00:00:00,0.275111,6.941666,13.113611
2017-07-19T00:00:00,0.263218,6.641593,12.546738
2017-07-20T00:00:00,0.259263,6.541787,12.358193
2017-07-21T00:00:00,0.255288,6.441506,12.16875
2017-07-22T00:00:00,0.254137,6.412457,12.113872
2017-07-23T00:00:00,0.245289,6.189192,11.692099
2017-07-24T00:00:00,0.251918,6.356466,12.008101
2017-07-25T00:00:00,0.248162,6.261678,11.829033
2017-07-26T00:00:00,0.24772,6.250527,11.807968
2017-07-27T00:00:00,0.247375,6.24182,11.79152
2017-07-28T00:00:00,0.248785,6.277418,11.858769
2017-07-29T00:00:00,0.250524,6.321294,11.941655
2017-07-30T00:00:00,0.247249,6.238641,11.785515
2017-07-31T00:00:00,0.242174,6.11061,11.54365
2017-08-01T00:00:00,0.244675,6.173702,11.662838
2017-08-02T00:00:00,0.246884,6.22945,11.768152
2017-08-03T00:00:00,0.242929,6.12964,11.579599
2017-08-04T00:00:00,0.248343,6.266257,11.837685
2017-08-05T00:00:00,0.251647,6.349624,11.995175
2017-08-06T00:00:00,0.248869,6.279519,11.862738
2017-08-07T00:00:00,0.24953,6.296208,11.894265
2017-08-08T00:00:00,0.251757,6.3524,12.000419
2017-08-09T00:00:00,0.259,6.53516,12.345674
2017-08-10T00:00:00,0.269727,6.805816,12.856974
2017-08-11T00:00:00,0.274246,6.919854,13.072405
2017-08-12T00:00:00,0.276386,6.973852,13.174413
2017-08-13T00:00:00,0.291068,7.344303,13.874238
2017-08-14T00:00:00,0.29711,7.496766,14.162259
2017-08-15T00:00:00,0.307574,7.760799,14.661046
2017-08-16T00:00:00,0.306602,7.736262,14.614694
2017-08-17T00:00:00,0.320782,8.094054,15.290605
2017-08-18T00:00:00,0.322357,8.133809,15.365706
2017-08-19T00:00:00,0.327399,8.261025,15.606031
2017-08-20T00:00:00,0.321727,8.117907,15.335665
2017-08-21T00:00:00,0.317001,7.998643,15.110362
2017-08-22T00:00:00,0.297149,7.497735,14.164088
2017-08-23T00:00:00,0.306287,7.728312,14.599675
2017-08-24T00:00:00,0.280559,7.07915,13.373334
2017-08-25T00:00:00,0.264226,6.667009,12.594751
2017-08-26T00:00:00,0.248474,6.26956,11.843925
2017-08-27T00:00:00,0.254497,6.421533,12.131018
2017-08-28T00:00:00,0.257365,6.493894,12.267717
2017-08-29T00:00:00,0.274488,6.92596,13.08394
2017-08-30T00:00:00,0.275314,6.946791,13.123292
2017-08-31T00:00:00,0.294049,7.41952,14.016331
2017-09-01T00:00:00,0.316178,7.977895,15.071167
2017-09-02T00:00:00,0.331631,8.367813,15.807766
2017-09-03T00:00:00,0.329044,8.30253,15.684441
2017-09-04T00:00:00,0.340393,8.588894,16.225414
2017-09-05T00:00:00,0.352022,8.882321,16.779733
2017-09-06T00:00:00,0.348653,8.797311,16.619137
2017-09-07T00:00:00,0.351958,8.880693,16.776656
2017-09-08T00:00:00,0.351628,8.872379,16.76095
2017-09-09T00:00:00,0.354965,8.956581,16.920017
2017-09-10T00:00:00,0.3519,8.879242,16.773915
2017-09-11T00:00:00,0.353564,8.921212,16.853201
2017-09-12T00:00:00,0.353077,8.908944,16.830027
2017-09-13T00:00:00,0.362429,9.144902,17.275778
2017-09-14T00:00:00,0.36183,9.129786,17.247222
2017-09-15T00:00:00,0.363327,9.167574,17.318608
2017-09-16T00:00:00,0.363327,9.167574,17.318608
2017-09-17T00:00:00,0.37471,9.45477,17.861154
2017-09-18T00:00:00,0.366262,9.241621,17.458492
2017-09-19T00:00:00,0.365827,9.230633,17.437733
2017-09-20T00:00:00,0.350823,8.85206,16.722565
2017-09-21T00:00:00,0.361744,9.127631,17.24315
2017-09-22T00:00:00,0.357616,9.023464,17.046367
2017-09-23T00:00:00,0.366453,9.246449,17.467612
2017-09-24T00:00:00,0.365672,9.226738,17.430375
2017-09-25T00:00:00,0.366774,9.254537,17.482892
2017-09-26T00:00:00,0.360327,9.091859,17.175574
2017-09-27T00:00:00,0.371072,9.362988,17.687768
2017-09-28T00:00:00,0.37143,9.372026,17.704841
2017-09-29T00:00:00,0.382176,9.643155,18.217035
2017-09-30T00:00:00,0.372147,9.390101,17.738987
2017-10-01T00:00:00,0.366794,9.25504,17.483841
2017-10-02T00:00:00,0.376745,9.506122,17.958163
2017-10-03T00:00:00,0.394078,9.943492,18.784408
2017-10-04T00:00:00,0.390312,9.848462,18.604884
2017-10-05T00:00:00,0.372517,9.399455,17.756658
2017-10-06T00:00:00,0.369992,9.335727,17.636269
2017-10-07T00:00:00,0.378205,9.542961,18.027756
2017-10-08T00:00:00,0.398019,10.042919,18.972236
2017-10-09T00:00:00,0.402032,10.144178,19.163525
2017-10-10T00:00:00,0.393641,9.932451,18.763549
2017-10-11T00:00:00,0.395465,9.978478,18.850499
2017-10-12T00:00:00,0.40568,10.236226,19.337415
2017-10-13T00:00:00,0.397289,10.024506,18.937452
2017-10-14T00:00:00,0.391087,9.868017,18.641825
2017-10-15T00:00:00,0.399689,10.08505,19.051827
2017-10-16T00:00:00,0.408551,10.308662,19.474254
2017-10-17T00:00:00,0.413893,10.443446,19.728877
2017-10-18T00:00:00,0.421845,10.644108,20.107952
2017-10-19T00:00:00,0.435179,10.98056,20.743547
2017-10-20T00:00:00,0.455104,11.483304,21.69329
2017-10-21T00:00:00,0.463104,11.685161,22.074621
2017-10-22T00:00:00,0.458811,11.576842,21.869994
2017-10-23T00:00:00,0.457645,11.547431,21.814433
2017-10-24T00:00:00,0.458811,11.576839,21.869988
2017-10-25T00:00:00,0.47202,11.910128,22.49961
2017-10-26T00:00:00,0.475374,11.994754,22.659477
2017-10-27T00:00:00,0.454881,11.477674,21.682654
2017-10-28T00:00:00,0.435528,10.989362,20.760175
2017-10-29T00:00:00,0.43745,11.037853,20.851781
2017-10-30T00:00:00,0.440344,11.110879,20.989735
2017-10-31T00:00:00,0.440548,11.116019,20.999447
2017-11-01T00:00:00,0.442248,11.158909,21.08047
2017-11-02T00:00:00,0.437405,11.036708,20.849618
2017-11-03T00:00:00,0.442036,11.153566,21.070377
2017-11-04T00:00:00,0.46059,11.62172,21.954773
2017-11-05T00:00:00,0.451565,11.394,21.524584
2017-11-06T00:00:00,0.442232,11.158511,21.079718
2017-11-07T00:00:00,0.447518,11.291904,21.331714
2017-11-08T00:00:00,0.438903,11.074511,20.921032
2017-11-09T00:00:00,0.440256,11.108646,20.985518
2017-11-10T00:00:00,0.439471,11.088857,20.948133
2017-11-11T00:00:00,0.414721,10.464351,19.768369
2017-11-12T00:00:00,0.385009,9.714641,18.35208
2017-11-13T00:00:00,0.384323,9.697338,18.319394
2017-11-14T00:00:00,0.368179,9.289982,17.54985
2017-11-15T00:00:00,0.367615,9.275751,17.522967
2017-11-16T00:00:00,0.362991,9.159082,17.302565
2017-11-17T00:00:00,0.380843,9.609519,18.153493
2017-11-18T00:00:00,0.404566,10.208111,19.284303
2017-11-19T00:00:00,0.438456,11.063238,20.899736
2017-11-20T00:00:00,0.453283,11.437355,21.606487
2017-11-21T00:00:00,0.472347,11.918372,22.515184
2017-11-22T00:00:00,0.470652,11.875616,22.434413
2017-11-23T00:00:00,0.47277,11.929057,22.53537
2017-11-24T00:00:00,0.465004,11.733102,22.165186
2017-11-25T00:00:00,0.472633,11.925589,22.528817
2017-11-26T00:00:00,0.468839,11.82988,22.348012
2017-11-27T00:00:00,0.465802,11.753241,22.203232
2017-11-28T00:00:00,0.457756,11.550225,21.819711
2017-11-29T00:00:00,0.467411,11.793838,22.279924
2017-11-30T00:00:00,0.470744,11.877947,22.438816
2017-12-01T00:00:00,0.484299,12.219948,23.084896
2017-12-02T00:00:00,0.48639,12.272712,23.184572
2017-12-03T00:00:00,0.496009,12.515426,23.643088
2017-12-04T00:00:00,0.500609,12.631496,23.862358
2017-12-05T00:00:00,0.50981,12.863652,24.300928
2017-12-06T00:00:00,0.520021,13.121307,24.787668
2017-12-07T00:00:00,0.525258,13.253452,25.037305
2017-12-08T00:00:00,0.52578,13.266612,25.062164
2017-12-09T00:00:00,0.59512,15.016229,28.367394
2017-12-10T00:00:00,0.650333,16.409371,30.9992
2017-12-11T00:00:00,0.708953,17.888489,33.793425
2017-12-12T00:00:00,0.757045,19.101965,36.085822
2017-12-13T00:00:00,0.820582,20.70513,39.114387
2017-12-14T00:00:00,0.890815,22.477289,42.462199
2017-12-15T00:00:00,0.946506,23.882498,45.116802
2017-12-16T00:00:00,0.94415,23.823053,45.004502
2017-12-17T00:00:00,0.960645,24.239246,45.79074
2017-12-18T00:00:00,0.981407,24.763128,46.780414
2017-12-19T00:00:00,0.988347,24.938232,47.111205
2017-12-20T00:00:00,0.968023,24.425402,46.14241
2017-12-21T00:00:00,0.944785,23.839067,45.034755
2017-12-22T00:00:00,0.955385,24.106521,45.540008
2017-12-23T00:00:00,0.949616,23.960965,45.265035
2017-12-24T00:00:00,0.944874,23.841322,45.039016
2017-12-25T00:00:00,0.914645,23.078556,43.598061
2017-12-26T00:00:00,0.916494,23.12522,43.686216
2017-12-27T00:00:00,0.934991,23.591937,44.567898
2017-12-28T00:00:00,0.950713,23.988633,45.317303
2017-12-29T00:00:00,0.959962,24.222004,45.758168
2017-12-30T00:00:00,0.96736,24.408686,46.110831
2017-12-31T00:00:00,0.977534,24.665389,46.595773
2018-01-01T00:00:00,1.000909,25.091365,47.710009
2018-01-02T00:00:00,1.021242,25.601073,48.679192
2018-01-03T00:00:00,1.016211,25.474953,48.439382
2018-01-04T00:00:00,1.027409,25.75567,48.973151
2018-01-05T00:00:00,1.001638,25.109629,47.744737
2018-01-06T00:00:00,1.014686,25.436732,48.366707
2018-01-07T00:00:00,1.007616,25.259491,48.029691
2018-01-08T00:00:00,1.006613,25.234351,47.981889
2018-01-09T00:00:00,1.000406,25.07874,47.686002
2018-01-10T00:00:00,1.008388,25.278842,48.066485
2018-01-11T00:00:00,1.030561,25.83468,49.123385
2018-01-12T00:00:00,1.061601,26.612831,50.603001
2018-01-13T00:00:00,1.059331,26.555927,50.494801
2018-01-14T00:00:00,1.074244,26.929775,51.205654
2018-01-15T00:00:00,1.080494,27.086428,51.503524
2018-01-16T00:00:00,1.097725,27.518408,52.324911
2018-01-17T00:00:00,1.061424,26.60839,50.594556
2018-01-18T00:00:00,1.005163,25.197996,47.912761
2018-01-19T00:00:00,0.956891,23.987896,45.611816
2018-01-20T00:00:00,0.928394,23.273508,44.253442
2018-01-21T00:00:00,0.894012,22.411599,42.614564
2018-01-22T00:00:00,0.851462,21.344928,40.58634
2018-01-23T00:00:00,0.806345,20.213909,38.435762
2018-01-24T00:00:00,0.812323,20.363776,38.720729
2018-01-25T00:00:00,0.813882,20.402867,38.795058
2018-01-26T00:00:00,0.824581,20.67106,39.305012
2018-01-27T00:00:00,0.828195,20.761675,39.477313
2018-01-28T00:00:00,0.826608,20.721892,39.401669
2018-01-29T00:00:00,0.830546,20.820596,39.58935
2018-01-30T00:00:00,0.842586,21.122422,40.163256
2018-01-31T00:00:00,0.816486,20.468149,38.919187
2018-02-01T00:00:00,0.824191,20.661302,39.286459
2018-02-02T00:00:00,0.830232,20.812741,39.574413
2018-02-03T00:00:00,0.827202,20.736773,39.429964
2018-02-04T00:00:00,0.838435,21.018374,39.965415
2018-02-05T00:00:00,0.862693,21.62647,41.121679
2018-02-06T00:00:00,0.861553,21.597913,41.06738
2018-02-07T00:00:00,0.887845,22.257,42.320601
2018-02-08T00:00:00,0.872461,21.871351,41.587309
2018-02-09T00:00:00,0.858238,21.514796,40.909335
2018-02-10T00:00:00,0.83592,20.955315,39.845511
2018-02-11T00:00:00,0.80396,20.154139,38.322113
2018-02-12T00:00:00,0.776859,19.474744,37.030276
2018-02-13T00:00:00,0.759059,19.028536,36.181834
2018-02-14T00:00:00,0.762755,19.121167,36.357967
2018-02-15T00:00:00,0.742364,18.610011,35.386029
2018-02-16T00:00:00,0.736197,18.455398,35.09204
2018-02-17T00:00:00,0.740245,18.556894,35.285029
2018-02-18T00:00:00,0.747668,18.742969,35.638842
2018-02-19T00:00:00,0.744969,18.675305,35.510183
2018-02-20T00:00:00,0.732689,18.367456,34.924823
2018-02-21T00:00:00,0.731205,18.330274,34.854123
2018-02-22T00:00:00,0.747993,18.751125,35.654351
2018-02-23T00:00:00,0.746531,18.714464,35.584642
2018-02-24T00:00:00,0.748349,18.760039,35.6713
2018-02-25T00:00:00,0.759749,19.045823,36.214704
2018-02-26T00:00:00,0.749971,18.800701,35.748617
2018-02-27T00:00:00,0.764537,19.165844,36.442919
2018-02-28T00:00:00,0.754654,18.918095,35.971836
2018-03-01T00:00:00,0.765949,19.201239,36.51022
2018-03-02T00:00:00,0.775338,19.436606,36.95776
2018-03-03T00:00:00,0.804362,20.164217,38.341275
2018-03-04T00:00:00,0.791675,19.846172,37.736528
2018-03-05T00:00:00,0.80942,20.291013,38.582372
2018-03-06T00:00:00,0.821061,20.582835,39.137259
2018-03-07T00:00:00,0.837031,20.983169,39.898473
2018-03-08T00:00:00,0.849935,21.306651,40.513558
2018-03-09T00:00:00,0.852671,21.375254,40.644005
2018-03-10T00:00:00,0.833098,20.884586,39.711023
2018-03-11T00:00:00,0.847266,21.239736,40.386322
2018-03-12T00:00:00,0.858568,21.523074,40.925077
2018-03-13T00:00:00,0.860166,21.563123,41.001227
2018-03-14T00:00:00,0.849783,21.302844,40.50632
2018-03-15T00:00:00,0.835407,20.942456,39.821059
2018-03-16T00:00:00,0.843394,21.142674,40.201765
2018-03-17T00:00:00,0.850582,21.322868,40.544395
2018-03-18T00:00:00,0.852531,21.371742,40.637325
2018-03-19T00:00:00,0.854207,21.413761,40.717223
2018-03-20T00:00:00,0.834748,20.925944,39.789664
2018-03-21T00:00:00,0.84748,21.245121,40.396563
2018-03-22T00:00:00,0.852649,21.374691,40.642934
2018-03-23T00:00:00,0.83983,21.053336,40.031893
2018-03-24T00:00:00,0.85193,21.356674,40.608676
2018-03-25T00:00:00,0.841238,21.088636,40.099013
2018-03-26T00:00:00,0.837036,20.9833,39.898723
2018-03-27T00:00:00,0.858046,21.50999,40.900198
2018-03-28T00:00:00,0.843759,21.151842,40.219196
2018-03-29T00:00:00,0.851323,21.341448,40.579724
2018-03-30T00:00:00,0.858451,21.520139,40.919496
2018-03-31T00:00:00,0.821296,20.588709,39.148426
2018-04-01T00:00:00,0.827885,20.753886,39.462504
2018-04-02T00:00:00,0.815492,20.443211,38.871769
2018-04-03T00:00:00,0.806518,20.218261,38.444039
2018-04-04T00:00:00,0.800174,20.059215,38.14162
2018-04-05T00:00:00,0.7861,19.706411,37.470779
2018-04-06T00:00:00,0.76775,19.246402,36.596096
2018-04-07T00:00:00,0.804957,20.17913,38.369632
2018-04-08T00:00:00,0.802225,20.110627,38.239377
2018-04-09T00:00:00,0.795667,19.946237,37.926798
2018-04-10T00:00:00,0.796396,19.96451,37.961543
2018-04-11T00:00:00,0.806597,20.220231,38.447783
2018-04-12T00:00:00,0.805139,20.183696,38.378315
2018-04-13T00:00:00,0.824813,20.676876,39.316072
2018-04-14T00:00:00,0.801929,20.103207,38.225269
2018-04-15T00:00:00,0.81449,20.418089,38.824
2018-04-16T00:00:00,0.819722,20.549272,39.073439
2018-04-17T00:00:00,0.829301,20.789389,39.53001
2018-04-18T00:00:00,0.839472,21.044356,40.014818
2018-04-19T00:00:00,0.869084,21.786705,41.426359
2018-04-20T00:00:00,0.858015,21.509217,40.898727
2018-04-21T00:00:00,0.876429,21.970833,41.776468
2018-04-22T00:00:00,0.874039,21.910919,41.662544
2018-04-23T00:00:00,0.883601,22.150607,42.118299
2018-04-24T00:00:00,0.88121,22.090682,42.004355
2018-04-25T00:00:00,0.85173,21.351661,40.599142
2018-04-26T00:00:00,0.82225,20.612639,39.193929
2018-04-27T00:00:00,0.829495,20.794266,39.539283
2018-04-28T00:00:00,0.80965,20.296774,38.593327
2018-04-29T00:00:00,0.814048,20.407027,38.802967
2018-04-30T00:00:00,0.82152,20.594325,39.159106
2018-05-01T00:00:00,0.826715,20.724556,39.406733
2018-05-02T00:00:00,0.839773,21.051912,40.029185
2018-05-03T00:00:00,0.847216,21.238501,40.383975
2018-05-04T00:00:00,0.840289,21.064833,40.053753
2018-05-05T00:00:00,0.861168,21.588253,41.04901
2018-05-06T00:00:00,0.837969,21.006677,39.943173
2018-05-07T00:00:00,0.827586,20.746388,39.448245
2018-05-08T00:00:00,0.805972,20.204578,38.41802
2018-05-09T00:00:00,0.821838,20.6023,39.17427
2018-05-10T00:00:00,0.824218,20.661958,39.287706
2018-05-11T00:00:00,0.818519,20.519099,39.016068
2018-05-12T00:00:00,0.825656,20.698023,39.356283
2018-05-13T00:00:00,0.837938,21.005911,39.941716
2018-05-14T00:00:00,0.826831,20.727464,39.412263
2018-05-15T00:00:00,0.835892,20.954608,39.844166
2018-05-16T00:00:00,0.855265,21.440266,40.76762
2018-05-17T00:00:00,0.840984,21.082269,40.086906
2018-05-18T00:00:00,0.858171,21.513132,40.906173
2018-05-19T00:00:00,0.849181,21.287759,40.477637
2018-05-20T00:00:00,0.845912,21.205802,40.321798
2018-05-21T00:00:00,0.866345,21.718026,41.295768
2018-05-22T00:00:00,0.870431,21.820473,41.490566
2018-05-23T00:00:00,0.856537,21.472163,40.828272
2018-05-24T00:00:00,0.867811,21.754787,41.365668
2018-05-25T00:00:00,0.896356,22.470374,42.726321
2018-05-26T00:00:00,0.908105,22.764893,43.286336
2018-05-27T00:00:00,0.929726,23.306897,44.316929
2018-05-28T00:00:00,0.933926,23.412179,44.517117
2018-05-29T00:00:00,0.928588,23.278381,44.262707
2018-05-30T00:00:00,0.943992,23.664536,44.996962
2018-05-31T00:00:00,0.969243,24.297548,46.200604
2018-06-01T00:00:00,0.960749,24.084598,45.795689
2018-06-02T00:00:00,0.952254,23.871648,45.390775
2018-06-03T00:00:00,0.951405,23.850353,45.350283
2018-06-04T00:00:00,0.97434,24.425318,46.443552
2018-06-05T00:00:00,1.009296,25.301617,48.109791
2018-06-06T00:00:00,1.004736,25.187284,47.892393
2018-06-07T00:00:00,0.999674,25.060409,47.651147
2018-06-08T00:00:00,0.99996,25.06757,47.664764
2018-06-09T00:00:00,1.010189,25.324006,48.152363
2018-06-10T00:00:00,0.995483,24.955346,47.451375
2018-06-11T00:00:00,0.976456,24.478352,46.544393
2018-06-12T00:00:00,0.964721,24.18418,45.98504
2018-06-13T00:00:00,0.960823,24.086458,45.799226
2018-06-14T00:00:00,0.970568,24.330749,46.263733
2018-06-15T00:00:00,0.978364,24.526184,46.635343
2018-06-16T00:00:00,1.000777,25.08804,47.703685
2018-06-17T00:00:00,1.030011,25.820893,49.09717
2018-06-18T00:00:00,1.053398,26.407177,50.211961
2018-06-19T00:00:00,1.065841,26.719103,50.805073
2018-06-20T00:00:00,1.081716,27.117084,51.561814
2018-06-21T00:00:00,1.102869,27.647351,52.570091
2018-06-22T00:00:00,1.104994,27.700624,52.671386
2018-06-23T00:00:00,1.103464,27.662271,52.59846
2018-06-24T00:00:00,1.12172,28.11993,53.468676
2018-06-25T00:00:00,1.119135,28.055119,53.345443
2018-06-26T00:00:00,1.111606,27.866379,52.986561
2018-06-27T00:00:00,1.077557,27.012817,51.363556
2018-06-28T00:00:00,1.05632,26.480446,50.351277
2018-06-29T00:00:00,1.048417,26.282314,49.97454
2018-06-30T00:00:00,1.022009,25.62031,48.715772
2018-07-01T00:00:00,0.99028,24.824911,47.203358
2018-07-02T00:00:00,0.969659,24.307957,46.220396
2018-07-03T00:00:00,0.939749,23.558162,44.794697
2018-07-04T00:00:00,0.952922,23.888391,45.422612
2018-07-05T00:00:00,0.941268,23.596256,44.867131
2018-07-06T00:00:00,0.958369,24.024952,45.682275
2018-07-07T00:00:00,0.980951,24.591048,46.758679
2018-07-08T00:00:00,0.999843,25.064642,47.659195
2018-07-09T00:00:00,0.999591,25.058326,47.647186
2018-07-10T00:00:00,1.032677,25.88774,49.224276
2018-07-11T00:00:00,1.03368,25.912871,49.272061
2018-07-12T00:00:00,1.03769,26.013404,49.46322
2018-07-13T00:00:00,1.020646,25.586131,48.650782
2018-07-14T00:00:00,0.990282,24.824953,47.203438
2018-07-15T00:00:00,0.949834,23.810987,45.275431
2018-07-16T00:00:00,0.919913,23.060911,43.849198
2018-07-17T00:00:00,0.92489,23.18567,44.086421
2018-07-18T00:00:00,0.957974,24.015046,45.66344
2018-07-19T00:00:00,0.982139,24.620818,46.815285
2018-07-20T00:00:00,0.987842,24.763779,47.087119
2018-07-21T00:00:00,0.994418,24.928641,47.400596
2018-07-22T00:00:00,1.06235,26.6316,50.638689
2018-07-23T00:00:00,1.12547,28.213927,53.647407
2018-07-24T00:00:00,1.133509,28.415448,54.030589
2018-07-25T00:00:00,1.145862,28.725122,54.61942
2018-07-26T00:00:00,1.148862,28.800336,54.762436
2018-07-27T00:00:00,1.170362,29.339293,55.787236
2018-07-28T00:00:00,1.185847,29.72748,56.525354
2018-07-29T00:00:00,1.188336,29.789883,56.644011
2018-07-30T00:00:00,1.176022,29.48119,56.057045
2018-07-31T00:00:00,1.186112,29.734134,56.538007
2018-08-01T00:00:00,1.181337,29.61443,56.310396
2018-08-02T00:00:00,1.187269,29.763142,56.593164
2018-08-03T00:00:00,1.205982,30.232256,57.485162
2018-08-04T00:00:00,1.258569,31.550534,59.991803
2018-08-05T00:00:00,1.25263,31.401656,59.708719
2018-08-06T00:00:00,1.244769,31.204579,59.333987
2018-08-07T00:00:00,1.244459,31.196807,59.319208
2018-08-08T00:00:00,1.24747,31.272303,59.46276
2018-08-09T00:00:00,1.234406,30.944804,58.840036
2018-08-10T00:00:00,1.235765,30.978875,58.904821
2018-08-11T00:00:00,1.206401,30.242745,57.505105
2018-08-12T00:00:00,1.184654,29.697594,56.468527
2018-08-13T00:00:00,1.190792,29.851462,56.761101
2018-08-14T00:00:00,1.15961,29.069759,55.27473
2018-08-15T00:00:00,1.147505,28.766302,54.697722
2018-08-16T00:00:00,1.149914,28.826711,54.812586
2018-08-17T00:00:00,1.116857,27.998,53.236834
2018-08-18T00:00:00,1.111414,27.861558,52.977395
2018-08-19T00:00:00,1.101046,27.601651,52.483194
2018-08-20T00:00:00,1.101046,27.601651,52.483194
2018-08-21T00:00:00,1.113487,27.913536,53.076229
2018-08-22T00:00:00,1.11245,27.887539,53.026796
2018-08-23T00:00:00,1.103119,27.653629,52.582028
2018-08-24T00:00:00,1.099915,27.573289,52.429265
2018-08-25T00:00:00,1.081398,27.109094,51.546622
2018-08-26T00:00:00,1.119913,28.074617,53.382517
2018-08-27T00:00:00,1.166344,29.238569,55.595714
2018-08-28T00:00:00,1.179917,29.578824,56.242693
